customer_id,recency,frequency,monetary,r,f,m,score,segment
C01653,75,3,7832.5,2,2,1,5,At Risk
C01654,55,4,16291.5,3,3,3,9,Loyal
C01655,2,2,10866.34,4,1,2,7,Regular
C01656,59,3,16102.439999999999,3,2,2,7,Regular
C01657,1,6,34466.06,4,4,4,12,Champions
C01658,17,5,31257.5,4,4,4,12,Champions
C01659,108,4,22370.52,2,3,3,8,Regular
C01660,93,6,14824.58,2,4,2,8,Regular
C01661,48,6,26854.54,3,4,4,11,Champions
C01662,206,3,20413.65,1,2,3,6,Regular
C01663,183,4,14504.55,1,3,2,6,Regular
C01664,122,6,33199.51,2,4,4,10,Loyal
C01665,23,7,34687.07,4,4,4,12,Champions
C01666,75,5,30933.35,2,4,4,10,Loyal
C01667,24,7,26446.010000000002,4,4,4,12,Champions
C01668,65,2,6332.91,3,1,1,5,At Risk
C01669,147,2,6765.76,1,1,1,3,At Risk
C01670,193,4,21384.57,1,3,3,7,Regular
C01671,27,4,17542.75,3,3,3,9,Loyal
C01672,1,3,23987.68,4,2,3,9,Loyal
C01673,21,3,11237.289999999999,4,2,2,8,Regular
C01674,98,5,18293.67,2,4,3,9,Loyal
C01675,341,1,16577.44,1,1,3,5,At Risk
C01676,47,3,11190.529999999999,3,2,2,7,Regular
C01677,251,2,2299.25,1,1,1,3,At Risk
C01678,73,4,16313.7,2,3,3,8,Regular
C01679,92,3,6824.88,2,2,1,5,At Risk
C01680,24,4,13712.05,4,3,2,9,Loyal
C01681,11,3,10650.79,4,2,2,8,Regular
C01682,7,5,20156.67,4,4,3,11,Champions
C01683,19,3,25852.5,4,2,4,10,Loyal
C01684,125,2,7012.24,2,1,1,4,At Risk
C01685,20,4,18428.17,4,3,3,10,Loyal
C01686,163,4,25185.829999999998,1,3,4,8,Regular
C01687,92,2,5313.719999999999,2,1,1,4,At Risk
C01688,47,3,5430.0199999999995,3,2,1,6,Regular
C01689,11,6,30453.17,4,4,4,12,Champions
C01690,52,7,48790.46,3,4,4,11,Champions
C01691,220,3,16310.06,1,2,3,6,Regular
C01692,55,2,5958.2,3,1,1,5,At Risk
C01693,104,3,12763.13,2,2,2,6,Regular
C01694,61,5,15003.69,3,4,2,9,Loyal
C01695,81,3,21324.8,2,2,3,7,Regular
C01696,24,6,27235.940000000002,4,4,4,12,Champions
C01697,186,3,20958.510000000002,1,2,3,6,Regular
C01698,4,3,4205.26,4,2,1,7,Regular
C01700,5,3,9078.91,4,2,1,7,Regular
C01701,51,5,22695.75,3,4,3,10,Loyal
C01702,137,6,28078.690000000002,1,4,4,9,Loyal
C01703,1,5,38373.78,4,4,4,12,Champions
C01704,1,7,46608.18,4,4,4,12,Champions
C01705,19,2,6130.54,4,1,1,6,Regular
C01706,82,3,11168.1,2,2,2,6,Regular
C01707,92,6,21335.11,2,4,3,9,Loyal
C01709,109,2,15103.789999999999,2,1,2,5,At Risk
C01710,213,4,22753.440000000002,1,3,3,7,Regular
C01711,7,2,10797.99,4,1,2,7,Regular
C01712,133,2,7862.6,1,1,1,3,At Risk
C01713,59,4,28808.85,3,3,4,10,Loyal
C01714,59,6,30019.32,3,4,4,11,Champions
C01715,11,5,28428.23,4,4,4,12,Champions
C01716,113,5,23183.53,2,4,3,9,Loyal
C01717,72,4,32481.239999999998,2,3,4,9,Loyal
C01718,207,4,29421.22,1,3,4,8,Regular
C01719,121,2,31173.46,2,1,4,7,Regular
C01720,74,1,2802.38,2,1,1,4,At Risk
C01721,3,3,24166.47,4,2,3,9,Loyal
C01722,32,1,208.33,3,1,1,5,At Risk
C01723,9,4,25762.73,4,3,4,11,Champions
C01724,6,5,24307.24,4,4,3,11,Champions
C01725,85,6,21149.53,2,4,3,9,Loyal
C01726,99,2,3744.62,2,1,1,4,At Risk
C01727,78,2,4922.84,2,1,1,4,At Risk
C01728,24,5,15158.329999999998,4,4,2,10,Loyal
C01731,160,3,19114.48,1,2,3,6,Regular
C01732,23,2,6139.32,4,1,1,6,Regular
C01733,307,3,19500.8,1,2,3,6,Regular
C01734,78,2,14954.43,2,1,2,5,At Risk
C01735,20,5,20004.629999999997,4,4,3,11,Champions
C01736,34,2,17877.44,3,1,3,7,Regular
C01737,219,4,8841.73,1,3,1,5,At Risk
C01738,18,5,24021.989999999998,4,4,3,11,Champions
C01739,87,5,22121.66,2,4,3,9,Loyal
C01740,101,3,3481.83,2,2,1,5,At Risk
C01741,346,2,7519.4800000000005,1,1,1,3,At Risk
C01742,153,4,41247.76,1,3,4,8,Regular
C01743,64,4,17580.02,3,3,3,9,Loyal
C01744,6,4,26711.57,4,3,4,11,Champions
C01745,105,4,10747.05,2,3,2,7,Regular
C01746,295,2,9807.31,1,1,2,4,At Risk
C01747,138,3,16286.019999999999,1,2,3,6,Regular
C01748,49,6,24013.190000000002,3,4,3,10,Loyal
C01749,50,4,23291.11,3,3,3,9,Loyal
C01751,55,3,8474.029999999999,3,2,1,6,Regular
C01753,14,8,29526.82,4,4,4,12,Champions
C01754,37,5,8102.81,3,4,1,8,Regular
C01755,278,1,1450.2,1,1,1,3,At Risk
C01756,45,5,29707.809999999998,3,4,4,11,Champions
C01757,281,1,1128.77,1,1,1,3,At Risk
C01758,6,2,10380.66,4,1,2,7,Regular
C01759,43,3,8770.18,3,2,1,6,Regular
C01760,46,4,16904.98,3,3,3,9,Loyal
C01761,326,1,7982.64,1,1,1,3,At Risk
C01762,74,4,24817.0,2,3,4,9,Loyal
C01763,61,8,29056.9,3,4,4,11,Champions
C01764,148,1,2212.04,1,1,1,3,At Risk
C01765,14,5,23280.74,4,4,3,11,Champions
C01766,29,5,21763.73,3,4,3,10,Loyal
C01767,136,5,19104.57,1,4,3,8,Regular
C01768,87,4,24989.370000000003,2,3,4,9,Loyal
C01769,21,7,22037.42,4,4,3,11,Champions
C01770,194,4,20567.98,1,3,3,7,Regular
C01771,78,3,16959.510000000002,2,2,3,7,Regular
C01772,86,2,7137.77,2,1,1,4,At Risk
C01773,104,4,52424.37,2,3,4,9,Loyal
C01774,94,5,17034.85,2,4,3,9,Loyal
C01775,119,3,8912.76,2,2,1,5,At Risk
C01776,329,1,1895.33,1,1,1,3,At Risk
C01777,58,5,34218.26,3,4,4,11,Champions
C01778,143,2,5390.6900000000005,1,1,1,3,At Risk
C01779,165,1,1157.38,1,1,1,3,At Risk
C01780,179,1,14562.47,1,1,2,4,At Risk
C01781,88,6,20213.41,2,4,3,9,Loyal
C01782,111,4,14442.28,2,3,2,7,Regular
C01783,143,5,31640.030000000002,1,4,4,9,Loyal
C01784,6,4,11586.939999999999,4,3,2,9,Loyal
C01785,89,3,20986.68,2,2,3,7,Regular
C01786,15,5,11355.35,4,4,2,10,Loyal
C01787,76,3,9545.2,2,2,1,5,At Risk
C01788,67,5,30071.809999999998,3,4,4,11,Champions
C01789,283,3,19515.56,1,2,3,6,Regular
C01790,178,2,8799.1,1,1,1,3,At Risk
C01791,34,4,19505.27,3,3,3,9,Loyal
C01792,11,3,6214.650000000001,4,2,1,7,Regular
C01793,15,6,18177.22,4,4,3,11,Champions
C01794,36,5,28130.78,3,4,4,11,Champions
C01795,21,4,18414.9,4,3,3,10,Loyal
C01796,72,3,29944.649999999998,2,2,4,8,Regular
C01797,84,3,7355.9800000000005,2,2,1,5,At Risk
C01798,232,1,4442.28,1,1,1,3,At Risk
C01799,78,4,16133.34,2,3,2,7,Regular
C01800,9,3,9718.07,4,2,2,8,Regular
C01801,298,1,14816.73,1,1,2,4,At Risk
C01802,230,1,2324.86,1,1,1,3,At Risk
C01803,57,4,29692.93,3,3,4,10,Loyal
C01804,42,1,3298.39,3,1,1,5,At Risk
C01805,18,5,18059.100000000002,4,4,3,11,Champions
C01806,127,3,16289.369999999999,2,2,3,7,Regular
C01807,60,5,17858.91,3,4,3,10,Loyal
C01808,24,5,34451.479999999996,4,4,4,12,Champions
C01809,137,3,26657.739999999998,1,2,4,7,Regular
C01810,23,2,7104.7,4,1,1,6,Regular
C01811,62,4,23329.71,3,3,3,9,Loyal
C01812,23,3,10561.96,4,2,2,8,Regular
C01813,10,6,22273.690000000002,4,4,3,11,Champions
C01814,307,1,12372.24,1,1,2,4,At Risk
C01815,17,4,35344.630000000005,4,3,4,11,Champions
C01816,82,3,15871.730000000001,2,2,2,6,Regular
C01817,261,1,6008.16,1,1,1,3,At Risk
C01818,184,2,15280.16,1,1,2,4,At Risk
C01819,18,7,25115.82,4,4,4,12,Champions
C01820,17,5,43584.41,4,4,4,12,Champions
C01821,23,1,2352.71,4,1,1,6,Regular
C01822,170,3,19711.870000000003,1,2,3,6,Regular
C01823,76,4,14147.41,2,3,2,7,Regular
C01824,119,5,43039.34,2,4,4,10,Loyal
C01825,132,5,16795.75,1,4,3,8,Regular
C01826,12,5,17079.510000000002,4,4,3,11,Champions
C01827,17,4,13513.11,4,3,2,9,Loyal
C01828,104,1,5046.25,2,1,1,4,At Risk
C01829,43,3,10768.5,3,2,2,7,Regular
C01830,57,2,2277.84,3,1,1,5,At Risk
C01831,100,5,34541.69,2,4,4,10,Loyal
C01832,136,5,20783.64,1,4,3,8,Regular
C01833,13,5,43114.14,4,4,4,12,Champions
C01834,156,3,9941.93,1,2,2,5,At Risk
C01835,64,5,29451.27,3,4,4,11,Champions
C01836,1,4,15226.82,4,3,2,9,Loyal
C01837,129,4,19189.23,2,3,3,8,Regular
C01838,25,10,63661.25,4,4,4,12,Champions
C01839,65,2,13089.11,3,1,2,6,Regular
C01840,68,2,15442.869999999999,3,1,2,6,Regular
C01841,5,5,24171.0,4,4,3,11,Champions
C01842,22,5,14450.24,4,4,2,10,Loyal
C01843,144,4,10411.23,1,3,2,6,Regular
C01844,60,8,37147.159999999996,3,4,4,11,Champions
C01845,35,3,11302.68,3,2,2,7,Regular
C01846,34,6,37676.43,3,4,4,11,Champions
C01847,30,5,27099.5,3,4,4,11,Champions
C01848,236,1,2668.32,1,1,1,3,At Risk
C01849,45,6,32464.579999999998,3,4,4,11,Champions
C01850,99,4,24823.59,2,3,4,9,Loyal
C01851,212,3,10713.35,1,2,2,5,At Risk
C01852,61,4,17349.6,3,3,3,9,Loyal
C01853,35,6,28182.29,3,4,4,11,Champions
C01854,22,7,31928.190000000002,4,4,4,12,Champions
C01855,303,1,7228.22,1,1,1,3,At Risk
C01856,85,4,15481.39,2,3,2,7,Regular
C01857,38,4,24401.03,3,3,3,9,Loyal
C01858,38,3,11192.96,3,2,2,7,Regular
C01859,143,1,2834.95,1,1,1,3,At Risk
C01860,56,7,44596.17,3,4,4,11,Champions
C01861,64,7,29238.68,3,4,4,11,Champions
C01862,119,2,12280.86,2,1,2,5,At Risk
C01863,55,5,19275.59,3,4,3,10,Loyal
C01864,218,1,6269.31,1,1,1,3,At Risk
C01865,149,3,9756.76,1,2,2,5,At Risk
C01866,11,9,39351.32,4,4,4,12,Champions
C01868,37,1,5441.25,3,1,1,5,At Risk
C01869,116,6,43375.229999999996,2,4,4,10,Loyal
C01870,173,3,23134.36,1,2,3,6,Regular
C01871,38,7,53550.1,3,4,4,11,Champions
C01873,222,1,1189.05,1,1,1,3,At Risk
C01874,177,2,13304.0,1,1,2,4,At Risk
C01875,89,4,16186.97,2,3,2,7,Regular
C01877,97,3,15336.19,2,2,2,6,Regular
C01878,26,4,20790.309999999998,4,3,3,10,Loyal
C01879,8,7,26900.42,4,4,4,12,Champions
C01880,15,6,23236.67,4,4,3,11,Champions
C01881,150,7,20384.82,1,4,3,8,Regular
C01882,53,4,27848.51,3,3,4,10,Loyal
C01883,250,2,15698.04,1,1,2,4,At Risk
C01884,33,4,18388.350000000002,3,3,3,9,Loyal
C01886,140,1,5926.73,1,1,1,3,At Risk
C01887,14,5,16833.829999999998,4,4,3,11,Champions
C01888,6,3,10023.060000000001,4,2,2,8,Regular
C01889,85,2,7611.65,2,1,1,4,At Risk
C01890,78,1,4037.66,2,1,1,4,At Risk
C01891,115,4,18104.25,2,3,3,8,Regular
C01892,330,2,3047.04,1,1,1,3,At Risk
C01893,272,2,13463.509999999998,1,1,2,4,At Risk
C01894,38,4,19339.39,3,3,3,9,Loyal
C01895,14,4,20529.5,4,3,3,10,Loyal
C01896,228,2,9487.2,1,1,1,3,At Risk
C01897,41,4,38216.04,3,3,4,10,Loyal
C01898,39,6,24349.12,3,4,3,10,Loyal
C01899,95,3,7191.959999999999,2,2,1,5,At Risk
C01900,322,2,7808.25,1,1,1,3,At Risk
C01901,24,4,13884.04,4,3,2,9,Loyal
C01902,170,3,14455.240000000002,1,2,2,5,At Risk
C01903,64,3,16978.66,3,2,3,8,Regular
C01904,264,4,18237.02,1,3,3,7,Regular
C01905,38,4,18822.67,3,3,3,9,Loyal
C01906,105,3,5069.91,2,2,1,5,At Risk
C01907,2,7,38449.78,4,4,4,12,Champions
C01908,338,2,11910.15,1,1,2,4,At Risk
C01909,269,1,1834.82,1,1,1,3,At Risk
C01910,105,2,8895.0,2,1,1,4,At Risk
C01911,207,3,13545.29,1,2,2,5,At Risk
C01912,87,6,23446.4,2,4,3,9,Loyal
C01913,21,3,23951.52,4,2,3,9,Loyal
C01914,16,2,3108.97,4,1,1,6,Regular
C01915,15,8,35938.89,4,4,4,12,Champions
C01916,34,1,4698.24,3,1,1,5,At Risk
C01917,91,4,32249.21,2,3,4,9,Loyal
C01918,4,4,19683.22,4,3,3,10,Loyal
C01919,22,4,29552.38,4,3,4,11,Champions
C01920,79,3,7439.12,2,2,1,5,At Risk
C01921,19,2,6179.04,4,1,1,6,Regular
C01922,53,7,26302.24,3,4,4,11,Champions
C01923,99,4,23935.620000000003,2,3,3,8,Regular
C01924,123,2,2532.8,2,1,1,4,At Risk
C01925,29,5,32016.34,3,4,4,11,Champions
C01926,236,1,2123.98,1,1,1,3,At Risk
C01927,42,4,14719.46,3,3,2,8,Regular
C01928,2,5,12737.04,4,4,2,10,Loyal
C01929,19,4,33811.15,4,3,4,11,Champions
C01930,136,2,3781.44,1,1,1,3,At Risk
C01931,120,3,3469.02,2,2,1,5,At Risk
C01932,74,5,24625.56,2,4,3,9,Loyal
C01933,43,4,12201.55,3,3,2,8,Regular
C01934,64,4,23897.19,3,3,3,9,Loyal
C01935,21,2,16227.03,4,1,3,8,Regular
C01936,63,1,7317.11,3,1,1,5,At Risk
C01937,115,2,7245.9,2,1,1,4,At Risk
C01938,37,7,23997.53,3,4,3,10,Loyal
C01939,60,6,24751.09,3,4,4,11,Champions
C01940,93,2,5841.76,2,1,1,4,At Risk
C01941,89,3,14364.07,2,2,2,6,Regular
C01942,34,2,15554.84,3,1,2,6,Regular
C01943,67,4,19343.83,3,3,3,9,Loyal
C01944,85,4,13090.39,2,3,2,7,Regular
C01945,80,3,6030.34,2,2,1,5,At Risk
C01946,4,5,24935.15,4,4,4,12,Champions
C01947,278,2,14843.57,1,1,2,4,At Risk
C01948,162,4,12629.710000000001,1,3,2,6,Regular
C01949,205,3,8586.99,1,2,1,4,At Risk
C01950,129,4,21291.59,2,3,3,8,Regular
C01951,89,3,15278.36,2,2,2,6,Regular
C01952,51,2,2996.2699999999995,3,1,1,5,At Risk
C01953,1,9,45472.72,4,4,4,12,Champions
C01954,245,1,8435.8,1,1,1,3,At Risk
C01955,18,3,12174.84,4,2,2,8,Regular
C01956,28,8,32335.43,3,4,4,11,Champions
C01957,80,5,52803.81,2,4,4,10,Loyal
C01958,47,5,34932.17,3,4,4,11,Champions
C01959,55,4,27662.600000000002,3,3,4,10,Loyal
C01960,18,5,16079.92,4,4,2,10,Loyal
C01961,77,7,22506.21,2,4,3,9,Loyal
C01962,126,5,16584.39,2,4,3,9,Loyal
C01963,272,2,2908.19,1,1,1,3,At Risk
C01964,281,3,8038.88,1,2,1,4,At Risk
C01965,70,3,9017.38,2,2,1,5,At Risk
C01966,60,3,20124.41,3,2,3,8,Regular
C01967,189,5,29867.96,1,4,4,9,Loyal
C01968,8,4,13724.6,4,3,2,9,Loyal
C01969,21,5,40860.31,4,4,4,12,Champions
C01970,192,4,21053.72,1,3,3,7,Regular
C01971,312,2,5041.639999999999,1,1,1,3,At Risk
C01972,68,5,24547.87,3,4,3,10,Loyal
C01973,22,4,11004.76,4,3,2,9,Loyal
C01974,48,4,14303.150000000001,3,3,2,8,Regular
C01975,3,4,15011.09,4,3,2,9,Loyal
C01976,85,6,20174.29,2,4,3,9,Loyal
C01977,83,5,33675.34,2,4,4,10,Loyal
C01978,117,5,27852.489999999998,2,4,4,10,Loyal
C01979,162,4,13312.01,1,3,2,6,Regular
C01980,43,3,17421.3,3,2,3,8,Regular
C01981,19,3,17439.6,4,2,3,9,Loyal
C01982,11,6,14568.07,4,4,2,10,Loyal
C01983,44,2,7581.5,3,1,1,5,At Risk
C01984,84,2,3169.77,2,1,1,4,At Risk
C01985,214,2,7425.19,1,1,1,3,At Risk
C01986,142,3,7867.57,1,2,1,4,At Risk
C01987,109,4,37150.58,2,3,4,9,Loyal
C01988,357,1,7297.44,1,1,1,3,At Risk
C01989,47,7,34735.770000000004,3,4,4,11,Champions
C01990,171,3,10962.470000000001,1,2,2,5,At Risk
C01991,128,4,13670.289999999999,2,3,2,7,Regular
C01992,47,2,5582.219999999999,3,1,1,5,At Risk
C01993,295,2,10817.0,1,1,2,4,At Risk
C01994,19,4,16541.69,4,3,3,10,Loyal
C01995,283,2,10149.17,1,1,2,4,At Risk
C01996,163,5,31250.9,1,4,4,9,Loyal
C01998,42,6,28089.2,3,4,4,11,Champions
C01999,93,5,22115.4,2,4,3,9,Loyal
C02001,70,4,16323.94,2,3,3,8,Regular
C02002,300,1,5399.06,1,1,1,3,At Risk
C02003,208,4,25270.88,1,3,4,8,Regular
C02004,8,3,15143.01,4,2,2,8,Regular
C02005,70,5,11931.76,2,4,2,8,Regular
C02006,79,7,32036.5,2,4,4,10,Loyal
C02007,78,3,20315.23,2,2,3,7,Regular
C02008,27,3,7096.57,3,2,1,6,Regular
C02009,63,2,8643.1,3,1,1,5,At Risk
C02010,210,1,1444.56,1,1,1,3,At Risk
C02011,28,3,12844.03,3,2,2,7,Regular
C02012,103,1,4057.27,2,1,1,4,At Risk
C02013,6,5,19894.12,4,4,3,11,Champions
C02014,290,1,4818.72,1,1,1,3,At Risk
C02015,121,6,20499.97,2,4,3,9,Loyal
C02016,85,6,38537.700000000004,2,4,4,10,Loyal
C02017,134,8,34913.93,1,4,4,9,Loyal
C02018,2,3,19031.47,4,2,3,9,Loyal
C02019,107,2,7315.0599999999995,2,1,1,4,At Risk
C02020,107,3,21212.93,2,2,3,7,Regular
C02021,217,4,13371.599999999999,1,3,2,6,Regular
C02022,35,2,15592.04,3,1,2,6,Regular
C02023,21,3,25974.23,4,2,4,10,Loyal
C02024,53,3,23471.88,3,2,3,8,Regular
C02025,149,8,44145.59,1,4,4,9,Loyal
C02026,41,3,13317.1,3,2,2,7,Regular
C02027,6,3,30038.809999999998,4,2,4,10,Loyal
C02028,302,3,15356.18,1,2,2,5,At Risk
C02029,99,2,8200.17,2,1,1,4,At Risk
C02030,131,4,18989.14,2,3,3,8,Regular
C02031,164,2,14011.86,1,1,2,4,At Risk
C02032,1,2,7785.42,4,1,1,6,Regular
C02033,10,4,17540.39,4,3,3,10,Loyal
C02034,19,6,24687.09,4,4,3,11,Champions
C02035,36,5,17229.34,3,4,3,10,Loyal
C02036,78,4,25316.0,2,3,4,9,Loyal
C02037,112,3,20643.72,2,2,3,7,Regular
C02038,43,9,31233.54,3,4,4,11,Champions
C02039,61,4,17320.57,3,3,3,9,Loyal
C02041,56,4,32360.489999999998,3,3,4,10,Loyal
C02042,1,6,34060.23,4,4,4,12,Champions
C02043,14,5,21629.04,4,4,3,11,Champions
C02044,41,4,20066.760000000002,3,3,3,9,Loyal
C02045,100,4,20452.51,2,3,3,8,Regular
C02046,29,6,26412.49,3,4,4,11,Champions
C02047,81,3,5719.1,2,2,1,5,At Risk
C02048,70,6,20183.059999999998,2,4,3,9,Loyal
C02049,183,2,10426.34,1,1,2,4,At Risk
C02050,82,4,8378.970000000001,2,3,1,6,Regular
C02051,6,2,10442.48,4,1,2,7,Regular
C02052,27,3,8588.34,3,2,1,6,Regular
C02053,77,3,10557.95,2,2,2,6,Regular
C02054,111,7,23574.39,2,4,3,9,Loyal
C02055,64,1,2352.26,3,1,1,5,At Risk
C02056,7,6,43944.24,4,4,4,12,Champions
C02057,20,3,14928.16,4,2,2,8,Regular
C02058,108,4,13155.029999999999,2,3,2,7,Regular
C02059,56,6,35778.8,3,4,4,11,Champions
C02060,61,3,13104.01,3,2,2,7,Regular
C02061,141,3,12327.73,1,2,2,5,At Risk
C02062,86,4,14005.029999999999,2,3,2,7,Regular
C02063,33,4,24745.95,3,3,4,10,Loyal
C02064,272,2,22845.0,1,1,3,5,At Risk
C02065,2,3,4488.46,4,2,1,7,Regular
C02066,287,1,2054.4,1,1,1,3,At Risk
C02067,215,3,5812.5599999999995,1,2,1,4,At Risk
C02068,200,3,6755.610000000001,1,2,1,4,At Risk
C02069,19,3,29669.72,4,2,4,10,Loyal
C02070,40,2,5066.61,3,1,1,5,At Risk
C02071,265,3,19865.97,1,2,3,6,Regular
C02072,155,4,13311.46,1,3,2,6,Regular
C02073,43,5,8608.53,3,4,1,8,Regular
C02074,195,2,16765.46,1,1,3,5,At Risk
C02075,35,2,13304.009999999998,3,1,2,6,Regular
C02076,22,8,31047.52,4,4,4,12,Champions
C02077,321,1,4666.69,1,1,1,3,At Risk
C02078,60,1,5675.0,3,1,1,5,At Risk
C02079,20,5,25389.29,4,4,4,12,Champions
C02080,127,2,4278.91,2,1,1,4,At Risk
C02081,151,3,12476.72,1,2,2,5,At Risk
C02082,45,2,9275.64,3,1,1,5,At Risk
C02083,37,4,30509.940000000002,3,3,4,10,Loyal
C02084,206,2,4527.59,1,1,1,3,At Risk
C02085,68,3,20616.309999999998,3,2,3,8,Regular
C02086,55,2,4841.98,3,1,1,5,At Risk
C02087,115,2,14045.25,2,1,2,5,At Risk
C02088,67,2,10854.64,3,1,2,6,Regular
C02089,126,4,32326.379999999997,2,3,4,9,Loyal
C02090,71,2,14481.93,2,1,2,5,At Risk
C02091,295,2,19217.92,1,1,3,5,At Risk
C02092,87,3,30299.5,2,2,4,8,Regular
C02093,48,3,8530.92,3,2,1,6,Regular
C02094,155,2,10280.939999999999,1,1,2,4,At Risk
C02095,9,7,26061.34,4,4,4,12,Champions
C02096,57,3,16621.23,3,2,3,8,Regular
C02097,105,2,5932.1,2,1,1,4,At Risk
C02098,117,3,18668.19,2,2,3,7,Regular
C02099,114,6,46503.98,2,4,4,10,Loyal
C02100,92,7,22592.65,2,4,3,9,Loyal
C02101,6,2,21040.269999999997,4,1,3,8,Regular
C02102,177,1,3289.61,1,1,1,3,At Risk
C02103,121,4,29590.04,2,3,4,9,Loyal
C02104,227,2,4005.46,1,1,1,3,At Risk
C02105,20,4,13563.32,4,3,2,9,Loyal
C02106,242,1,5451.07,1,1,1,3,At Risk
C02107,5,5,28362.31,4,4,4,12,Champions
C02109,242,1,4718.37,1,1,1,3,At Risk
C02110,145,3,5307.92,1,2,1,4,At Risk
C02111,189,2,13168.67,1,1,2,4,At Risk
C02112,58,5,31639.22,3,4,4,11,Champions
C02113,64,5,45070.3,3,4,4,11,Champions
C02114,86,5,34144.6,2,4,4,10,Loyal
C02115,157,2,4329.9800000000005,1,1,1,3,At Risk
C02116,31,7,27334.829999999998,3,4,4,11,Champions
C02117,3,3,8744.25,4,2,1,7,Regular
C02118,165,1,3439.1,1,1,1,3,At Risk
C02119,111,6,30019.170000000002,2,4,4,10,Loyal
C02120,43,2,3637.29,3,1,1,5,At Risk
C02121,79,3,26507.59,2,2,4,8,Regular
C02122,43,5,22082.410000000003,3,4,3,10,Loyal
C02123,358,1,2092.78,1,1,1,3,At Risk
C02124,29,4,27758.48,3,3,4,10,Loyal
C02125,19,3,12324.39,4,2,2,8,Regular
C02126,139,1,2150.14,1,1,1,3,At Risk
C02127,53,5,28772.699999999997,3,4,4,11,Champions
C02128,68,4,10824.07,3,3,2,8,Regular
C02129,28,8,27119.579999999998,3,4,4,11,Champions
C02130,139,2,3087.99,1,1,1,3,At Risk
C02131,30,6,17051.079999999998,3,4,3,10,Loyal
C02132,7,4,17426.53,4,3,3,10,Loyal
C02133,175,4,20233.94,1,3,3,7,Regular
C02134,119,4,15328.58,2,3,2,7,Regular
C02135,106,4,7625.17,2,3,1,6,Regular
C02136,51,4,13150.630000000001,3,3,2,8,Regular
C02137,27,3,14012.2,3,2,2,7,Regular
C02138,57,5,30402.03,3,4,4,11,Champions
C02139,28,3,15228.55,3,2,2,7,Regular
C02140,58,6,29119.46,3,4,4,11,Champions
C02141,218,4,17029.54,1,3,3,7,Regular
C02142,20,2,4245.31,4,1,1,6,Regular
C02143,54,2,19162.4,3,1,3,7,Regular
C02144,5,6,21888.3,4,4,3,11,Champions
C02145,154,2,7036.67,1,1,1,3,At Risk
C02146,242,2,10922.83,1,1,2,4,At Risk
C02147,79,2,3817.52,2,1,1,4,At Risk
C02148,132,2,6011.52,1,1,1,3,At Risk
C02149,102,4,15222.720000000001,2,3,2,7,Regular
C02150,1,4,23802.63,4,3,3,10,Loyal
C02151,50,4,25046.76,3,3,4,10,Loyal
C02152,55,5,19642.98,3,4,3,10,Loyal
C02153,7,6,27923.21,4,4,4,12,Champions
C02154,80,3,13773.130000000001,2,2,2,6,Regular
C02155,21,6,36100.76,4,4,4,12,Champions
C02156,356,1,8218.53,1,1,1,3,At Risk
C02157,361,1,2220.12,1,1,1,3,At Risk
C02158,193,2,12343.65,1,1,2,4,At Risk
C02159,154,5,23064.34,1,4,3,8,Regular
C02160,106,5,32449.769999999997,2,4,4,10,Loyal
C02161,172,3,9212.17,1,2,1,4,At Risk
C02162,49,1,2561.12,3,1,1,5,At Risk
C02163,79,2,11962.34,2,1,2,5,At Risk
C02164,101,4,14495.18,2,3,2,7,Regular
C02165,107,6,25586.91,2,4,4,10,Loyal
C02166,80,4,23218.07,2,3,3,8,Regular
C02167,199,2,8617.72,1,1,1,3,At Risk
C02168,64,3,14751.66,3,2,2,7,Regular
C02169,164,3,16019.89,1,2,2,5,At Risk
C02170,34,4,8231.98,3,3,1,7,Regular
C02171,97,4,31418.08,2,3,4,9,Loyal
C02172,62,4,30096.5,3,3,4,10,Loyal
C02173,14,2,3935.16,4,1,1,6,Regular
C02174,1,2,20605.85,4,1,3,8,Regular
C02175,138,3,11619.15,1,2,2,5,At Risk
C02176,163,3,17831.25,1,2,3,6,Regular
C02177,20,2,13301.42,4,1,2,7,Regular
C02178,15,7,39408.88,4,4,4,12,Champions
C02179,31,4,27712.98,3,3,4,10,Loyal
C02181,46,3,11398.6,3,2,2,7,Regular
C02182,9,6,22203.87,4,4,3,11,Champions
C02183,24,3,14758.65,4,2,2,8,Regular
C02184,20,3,11937.19,4,2,2,8,Regular
C02185,68,1,3948.73,3,1,1,5,At Risk
C02186,6,6,28708.23,4,4,4,12,Champions
C02187,36,4,27317.83,3,3,4,10,Loyal
C02188,317,1,2874.44,1,1,1,3,At Risk
C02189,100,6,20922.760000000002,2,4,3,9,Loyal
C02190,47,8,46962.12,3,4,4,11,Champions
C02191,26,4,19558.19,4,3,3,10,Loyal
C02192,110,7,20150.03,2,4,3,9,Loyal
C02193,133,2,7002.450000000001,1,1,1,3,At Risk
C02194,35,4,18886.4,3,3,3,9,Loyal
C02195,53,4,26772.14,3,3,4,10,Loyal
C02196,178,2,2535.65,1,1,1,3,At Risk
C02197,61,2,8785.470000000001,3,1,1,5,At Risk
C02198,47,4,23441.46,3,3,3,9,Loyal
C02200,174,5,15622.82,1,4,2,7,Regular
C02201,19,8,35179.520000000004,4,4,4,12,Champions
C02202,320,3,3344.94,1,2,1,4,At Risk
C02203,36,4,30793.64,3,3,4,10,Loyal
